,Unnamed: 0,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type,seat_numbers
617,617,Bentley,Bentayga Speed,2020,15109,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,Automatic,Ice,Beluga Hide,not defined,No,"$162,950",626.0,6.0,W12,5.0
618,618,Rolls-Royce,Cullinan,2022,398,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,Automatic,Silver,Charles Blue,None reported,Yes,"$695,000",563.0,6.7,V12,5.0
619,619,Genesis,GV70 2.5T,2022,20319,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$44,249",300.0,2.5,I4,5.0
620,620,Pontiac,Firebird Base,1999,158000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$2,500",200.0,3.8,V6,4.0
621,621,Lexus,GX 460 Base,2021,40906,Gasoline,4.6 Liter,Automatic,Black,Black,None reported,No,"$51,998",301.0,4.6,V8,5.0
622,622,BMW,ALPINA B7 ALPINA B7 xDrive,2020,33749,Gasoline,4.4 Liter Twin Turbo,Automatic,Blue,Red,None reported,No,"$85,998",600.0,4.4,V8,5.0
623,623,BMW,M4 Competition xDrive,2023,1120,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,None reported,Yes,"$92,900",503.0,3.0,Straight 6,4.0
624,624,Jeep,Grand Cherokee L Limited,2021,26088,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,None reported,No,"$38,383",290.0,3.6,V6,7.0
625,625,Kia,Forte GT-Line,2022,14950,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$24,000",147.0,2.0,I4,5.0
626,626,Kia,Forte LX,2018,47466,Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,None reported,No,"$14,699",147.0,2.0,I4,5.0
627,627,BMW,X6 M Base,2022,10376,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Ametrin Metallic,Black,None reported,No,"$98,900",567.0,4.4,V8,4.0
628,628,RAM,ProMaster 3500 High Roof,2021,18500,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$41,950",280.0,3.6,V6,2.0
629,629,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,24596,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,No,"$38,322",276.0,3.6,V6,5.0
630,630,Hyundai,Santa Fe SEL,2021,2905,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Shimmering Silver,Black,None reported,No,"$27,599",191.0,2.5,I4,5.0
631,631,Jaguar,XF 3.0 Portfolio,2015,71290,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Black,At least 1 accident or damage reported,Yes,"$21,000",340.0,3.0,V6,5.0
632,632,Audi,A7 55 Premium Plus,2022,15000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,"$63,000",335.0,3.0,V6,5.0
633,633,INFINITI,QX30 Premium,2017,37900,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$22,000",208.0,2.0,I4,5.0
634,634,Mercedes-Benz,AMG G 63 4MATIC,2022,2000,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,not defined,No,"$244,896",577.0,4.0,V8,5.0
635,635,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,32500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$43,500",385.0,3.0,V6,5.0
636,636,Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,Yes,"$28,000",271.0,2.0,I4,4.0
637,637,Jeep,Wrangler Unlimited Sport,2013,77634,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Gecko Pearlcoat,Black,None reported,No,"$24,590",285.0,3.6,V6,5.0
638,638,Audi,A3 2.0 TDI Premium Plus,2015,83000,Diesel,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$18,999",150.0,2.0,I4,5.0
639,639,Volkswagen,Jetta GLX VR6,2002,121800,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$4,300",174.0,2.8,V6,5.0
640,640,BMW,ALPINA B7 ALPINA B7 xDrive,2020,65852,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Mocha,None reported,No,"$68,998",600.0,4.4,V8,5.0
641,641,Bentley,Bentayga Azure First Edition,2023,1335,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Onyx,Portland,None reported,Yes,"$272,950",542.0,4.0,V8,5.0
642,642,Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$15,000",208.0,2.0,I4,5.0
643,643,BMW,i8 Base,2019,18421,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,Black,Black,not defined,No,"$85,000",369.0,1.5,I3,4.0
644,644,Lexus,CT 200h Premium,2015,101000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$16,500",134.0,1.8,I4,5.0
645,645,Toyota,Tundra SR5,2022,29322,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Black,None reported,No,"$44,999",389.0,3.4,V6,5.0
646,646,Mercedes-Benz,SLC 300 Base,2019,23900,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$35,999",241.0,2.0,I4,2.0
647,647,Mercedes-Benz,AMG C AMG C 63 S,2016,40515,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Black,Black,At least 1 accident or damage reported,No,"$47,999",503.0,4.0,V8,5.0
648,648,Ford,F-150 XLT,2020,67516,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,None reported,Yes,"$36,994",400.0,3.5,V6,5.0
649,649,Mazda,CX-9 Grand Touring,2010,155000,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$8,300",273.0,3.7,V6,7.0
650,650,Honda,Ridgeline RTL-E,2019,26998,Gasoline,3.5L V6 24V GDI SOHC,Automatic,Black,Black,None reported,No,"$35,557",280.0,3.5,V6,5.0
651,651,Bentley,Bentayga Onyx Edition,2018,18500,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,"$115,000",600.0,6.0,V12,5.0
652,652,MINI,Cooper S Clubman Base,2009,137600,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gold,Black,None reported,Yes,"$6,880",172.0,1.6,I4,5.0
653,653,Nissan,Murano SL,2005,125500,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$3,950",245.0,3.5,V6,5.0
654,654,Bentley,Bentayga V8,2019,22039,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$113,990",542.0,4.0,V8,5.0
655,655,Nissan,Juke SV,2011,137483,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$3,200",188.0,1.6,I4,5.0
656,656,Ford,Expedition Max Limited,2019,67500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$40,500",375.0,3.5,V6,8.0
657,657,Ford,Expedition Max King Ranch,2020,52000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,At least 1 accident or damage reported,Yes,"$53,722",375.0,3.5,V6,8.0
658,658,Lamborghini,Murcielago Base,2006,10000,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$259,000",571.0,6.2,V12,2.0
659,659,Chevrolet,Suburban LT,2017,195361,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$26,000",355.0,5.3,V8,8.0
660,660,Bentley,Bentayga Onyx Edition,2018,32500,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$103,000",600.0,6.0,V12,5.0
661,661,BMW,M760 i xDrive,2019,14806,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$81,330",601.0,6.6,V12,5.0
662,662,Genesis,GV70 2.5T,2022,11000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$48,950",300.0,2.5,I4,5.0
663,663,Chevrolet,Tahoe LT,2011,92530,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$18,500",320.0,5.3,V8,8.0
664,664,Dodge,Durango GT,2017,34845,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$30,000",295.0,3.6,V6,7.0
665,665,Porsche,718 Cayman GTS,2018,16280,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Black,None reported,Yes,"$85,500",365.0,2.5,I4,2.0
666,666,Porsche,Cayman Base,2011,77000,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,"$32,000",265.0,2.9,Flat 6,2.0
667,667,Porsche,Panamera Turbo,2010,63000,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$38,500",500.0,4.8,V8,4.0
668,668,Lexus,ES 350 Base,2016,39700,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$25,500",268.0,3.5,V6,5.0
669,669,Kia,Optima Hybrid LX,2013,103111,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,"$9,200",199.0,2.4,I4,5.0
670,670,Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,2.0 Liter,Automatic,Black,Black,None reported,No,"$35,998",247.0,2.0,I4,5.0
671,671,Jaguar,XF S,2017,55000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Red,None reported,Yes,"$34,000",380.0,3.0,V6,5.0
672,672,Lexus,GX 470 Base,2005,114000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$13,450",270.0,4.7,V8,7.0
673,673,Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$17,500",382.0,5.5,V8,7.0
674,674,BMW,X6 M Base,2023,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Gray,None reported,Yes,"$144,900",600.0,4.4,V8,4.0
675,675,RAM,1500 Longhorn,2023,4285,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,"$65,688",395.0,5.7,V8,5.0
676,676,Lamborghini,Huracan LP580-2S,2019,17175,Gasoline,5.2L V10 40V GDI DOHC,Automatic,Rosso Mars Metallic,Nero Ade,None reported,No,"$234,900",580.0,5.2,V10,2.0
677,677,Toyota,Highlander Hybrid Limited Platinum,2017,34049,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic,Shoreline Blue Pearl,Ash,None reported,No,"$37,999",243.0,3.5,V6,7.0
678,678,Audi,e-tron Prestige,2019,16000,not defined,355.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$39,990",355.0,0.0,Electric,5.0
679,679,GMC,Suburban 2500,1996,95000,Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$25,000",290.0,7.4,V8,8.0
680,680,Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,59355,Gasoline,V8,Automatic,Santorini Black,Ebony / Pimento,None reported,Yes,"$72,995",550.0,5.0,V8,5.0
681,681,Chevrolet,Bolt EUV Premier,2022,31000,not defined,200.0HP Electric Motor Electric Fuel System,Automatic,Red,White,None reported,Yes,"$36,000",200.0,0.0,Electric,5.0
682,682,BMW,M240 i,2019,19300,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$36,000",335.0,3.0,I6,4.0
683,683,Cadillac,Escalade EXT Base,2009,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,"$16,900",403.0,6.2,V8,5.0
684,684,Scion,tC Release Series 6.0,2010,120010,Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$6,500",161.0,2.4,I4,4.0
685,685,Kia,Optima EX,2012,152520,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$10,900",200.0,2.4,I4,5.0
686,686,Honda,Civic EX,1993,58981,not defined,–,Automatic,White,Beige,None reported,Yes,"$9,599",158.0,2.0,I4,5.0
687,687,Maserati,Quattroporte Base,2005,32000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Beige,At least 1 accident or damage reported,Yes,"$2,954,083",394.0,4.2,V8,5.0
688,688,Porsche,Panamera Turbo,2015,47000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Brown,None reported,Yes,"$50,000",520.0,4.8,V8,4.0
689,689,Genesis,G70 2.0T,2023,2046,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,None reported,Yes,"$43,499",252.0,2.0,I4,5.0
690,690,Chevrolet,Trailblazer LS,2021,24965,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic,Mosaic Black Metallic,Jet Black,At least 1 accident or damage reported,Yes,"$22,995",155.0,1.2,I3,5.0
691,691,Toyota,Camry LE,2005,108000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Gray,None reported,Yes,"$7,850",160.0,2.4,I4,5.0
692,692,Toyota,Sienna LE,2015,76000,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,"$18,300",266.0,3.5,V6,7.0
693,693,Porsche,911 Carrera S,2014,30000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,"$78,500",400.0,3.8,Flat 6,2.0
694,694,Volvo,V60 T6 R-Design Platinum,2015,59271,Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$29,900",325.0,3.0,I6,5.0
695,695,Lexus,LX 600 Premium,2023,1500,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,not defined,No,"$119,500",409.0,3.4,V6,5.0
696,696,BMW,330e iPerformance,2017,52500,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Dual Shift,Blue,Black,At least 1 accident or damage reported,Yes,"$24,950",247.0,2.0,I4,5.0
697,697,Tesla,Model Y Long Range,2020,23100,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,Blue,White,None reported,Yes,"$36,495",425.0,0.0,Electric,5.0
698,698,FIAT,124 Spider Abarth,2017,45000,Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,"$22,500",164.0,1.4,I4,2.0
699,699,Dodge,Ram 1500 Quad Cab,2002,179000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$6,500",245.0,5.9,V8,5.0
700,700,Toyota,Supra A91-MT Edition,2023,1500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Orange,None reported,Yes,"$84,900",382.0,3.0,I6,2.0
701,701,BMW,X7 xDrive40i,2022,38671,Hybrid,3.0 Liter Turbo,Automatic,Gray,Blk,None reported,No,"$66,998",335.0,3.0,I6,7.0
702,702,Jeep,Wrangler Unlimited X,2007,135465,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$15,750",205.0,3.8,V6,5.0
703,703,MINI,Countryman Cooper S ALL4,2014,79000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$17,000",181.0,1.6,I4,5.0
704,704,Nissan,Maxima SV,2012,42259,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$17,000",290.0,3.5,V6,5.0
705,705,Toyota,Camry Solara SLE V6,2006,159890,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$6,500",225.0,3.3,V6,5.0
706,706,Maserati,Grecale Modena,2023,2200,Hybrid,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Dual Shift,Black,Red,None reported,Yes,"$75,000",325.0,2.0,I4,5.0
707,707,Lexus,RX 450h Base,2022,15833,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Beige,None reported,Yes,"$52,000",308.0,3.5,V6,5.0
708,708,BMW,328 i xDrive,2013,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$13,500",240.0,2.0,I4,5.0
709,709,BMW,135 i,2009,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$15,500",300.0,3.0,Straight 6,4.0
710,710,BMW,X7 M50i,2021,7121,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,No,"$94,998",523.0,4.4,V8,7.0
711,711,Hyundai,Tucson Hybrid SEL Convenience,2023,3402,Hybrid,226.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,None reported,Yes,"$44,000",226.0,1.6,I4,5.0
712,712,Volvo,C30 T5 Premier Plus,2013,73000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$13,900",227.0,2.5,I5,5.0
713,713,Karma,Revero Base,2018,21000,not defined,403.0HP 2.0L Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$51,000",403.0,2.0,Electric,4.0
714,714,BMW,X7 xDrive40i,2021,30309,Hybrid,3.0 Liter Turbo,Automatic,Blue,Tan,None reported,No,"$63,598",335.0,3.0,I6,7.0
715,715,Ford,Mustang Mach-E California Route 1,2021,24000,not defined,290.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$38,000",290.0,0.0,Electric,5.0
716,716,BMW,740 i,2016,73000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$23,999",320.0,3.0,I6,5.0
717,717,Ford,Edge SEL,2019,26465,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,White Platinum Tri-Coat Metallic,Ebony,None reported,No,"$24,998",250.0,2.0,I4,5.0
718,718,Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,26870,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Deep Black Pearl Effect,Mistral Gray / Raven,At least 1 accident or damage reported,Yes,"$34,645",268.0,2.0,I4,5.0
719,719,Honda,Pilot EX,2004,184000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$10,500",240.0,3.5,V6,8.0
720,720,BMW,X7 ALPINA XB7,2022,4514,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,No,"$132,998",612.0,4.4,V8,7.0
721,721,RAM,2500 Tradesman,2022,1300,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$48,000",410.0,6.4,V8,5.0
722,722,Jeep,Grand Cherokee Limited,2018,49924,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$26,500",293.0,3.6,V6,5.0
723,723,GMC,Yukon Denali,2019,36526,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$57,850",420.0,6.2,V8,7.0
724,724,BMW,M6 Base,2015,37000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Silver,None reported,Yes,"$45,950",560.0,4.4,V8,4.0
725,725,Acura,MDX 3.5L w/Advance & Entertainment Pkgs,2017,79884,Gasoline,3.5L V6 24V GDI SOHC,Automatic,Gray,Graystone,At least 1 accident or damage reported,No,"$24,840",290.0,3.5,V6,7.0
726,726,Volkswagen,Beetle 1.8T,2016,30000,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Beige,At least 1 accident or damage reported,Yes,"$19,000",170.0,1.8,I4,4.0
727,727,BMW,X6 M Base,2021,11102,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$101,000",600.0,4.4,V8,4.0
728,728,Ford,Mustang GT Premium,2012,105500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$19,000",412.0,5.0,V8,4.0
729,729,BMW,X7 xDrive50i,2019,31157,Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,Black,Blk,None reported,No,"$65,998",456.0,4.4,V8,7.0
730,730,Kia,Sorento LX V6,2019,86204,Gasoline,3.3L V6 24V GDI DOHC,Automatic,Sparkling Silver,Satin Black,At least 1 accident or damage reported,No,"$20,708",290.0,3.3,V6,7.0
731,731,BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,"$17,995",300.0,3.0,I6,4.0
732,732,Aston,Martin V8 Vantage Base,2010,25991,Gasoline,420.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$69,995",420.0,4.7,V8,2.0
733,733,Mercedes-Benz,CLK-Class CLK 350,2008,73000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$8,400",268.0,3.5,V6,4.0
734,734,BMW,740 i,2018,40989,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gold,None reported,Yes,"$35,000",320.0,3.0,I6,5.0
735,735,Dodge,Caliber Express,2010,102681,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$6,000",158.0,2.0,I4,5.0
736,736,Acura,ZDX Base,2010,123000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$13,888",300.0,3.7,V6,5.0
737,737,Jeep,Wrangler X,2005,160900,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,–,At least 1 accident or damage reported,Yes,"$7,200",190.0,4.0,I6,4.0
738,738,BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,"$21,900",414.0,4.0,I6,4.0
739,739,Kia,Sportage Plug-In Hybrid X-Line,2023,1340,Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Black,Black,None reported,Yes,"$41,000",177.0,1.6,I4,5.0
740,740,Ford,Mustang Mach-E Premium,2021,17850,not defined,266.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,Yes,"$41,999",266.0,0.0,Electric,5.0
741,741,BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Red,None reported,Yes,"$34,950",414.0,4.0,I6,4.0
742,742,Jeep,Wrangler Rubicon,2023,7000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,"$46,000",285.0,3.6,V6,4.0
743,743,Porsche,Panamera 4 Platinum Edition,2022,10627,Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control",Automatic,Chalk,BLACK,None reported,No,"$99,000",330.0,2.9,V6,4.0
744,744,Ford,Explorer XLT,2020,67015,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Oxford White,Sandstone,None reported,No,"$28,590",300.0,2.3,I4,7.0
745,745,BMW,M4 Base,2018,19600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$62,000",425.0,3.0,I6,2.0
746,746,Ford,Mustang Mach-E Premium,2022,5800,not defined,346.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,Yes,"$42,500",346.0,0.0,Electric,5.0
747,747,FIAT,500e Battery Electric,2017,33812,not defined,111.0HP Electric Motor Electric Fuel System,Automatic,Silver,Black,None reported,Yes,"$14,999",111.0,0.0,Electric,4.0
748,748,Cadillac,Escalade Luxury,2015,99897,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$26,950",420.0,6.2,V8,7.0
749,749,Mercedes-Benz,SL-Class SL 550,2014,127500,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,White,None reported,Yes,"$29,000",429.0,4.7,V8,2.0
