,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type
1106,Kia,Niro EX,2023,7578,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,No,"$31,113",139.0,1.6,I4
1107,Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,"$20,900",255.0,2.9,Flat 6
1108,Toyota,4Runner Trail,2016,117780,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$27,750",270.0,4.0,V6
1109,Hyundai,Kona EV SEL,2019,33100,not defined,201.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$18,200",201.0,0.0,Electric
1110,Land,Rover Range Rover Evoque SE,2016,86202,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$18,750",240.0,2.0,I4
1111,Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,"$19,550",255.0,5.4,V8
1112,Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$24,900",302.0,5.0,V8
1113,Jeep,Compass Trailhawk,2018,31000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$22,000",180.0,2.4,I4
1114,Mercedes-Benz,S-Class S 560 4MATIC,2018,103069,Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,No,"$40,998",463.0,4.0,V8
1115,Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,"$135,800",416.0,4.0,V8
1116,Tesla,Model X P90D,2016,91000,not defined,691.0HP Electric Motor Electric Fuel System,Automatic,Silver,White,None reported,Yes,"$39,500",691.0,0.0,Electric
1117,Lexus,IS-F Base,2010,41500,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,"$44,800",416.0,5.0,V8
1118,BMW,335 i,2010,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$13,000",300.0,3.0,I6
1119,Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,Black,None reported,Yes,"$162,500",591.0,4.0,V8
1120,Buick,Lucerne CXL,2006,110000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,Yes,"$5,000",275.0,4.6,V8
1121,Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$18,500",335.0,2.7,V6
1122,Nissan,Armada Platinum,2018,42833,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Gray,None reported,Yes,"$37,000",390.0,5.6,V8
1123,Porsche,911 Carrera,2020,23278,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,No,"$114,998",350.0,3.0,H6
1124,Mercedes-Benz,E-Class 400E,1993,106983,not defined,–,Automatic,White,Gray,None reported,Yes,"$15,300",329.0,3.0,V6
1125,BMW,435 Gran Coupe i,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$24,995",300.0,3.0,I6
1126,Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$69,685",392.0,5.7,V8
1127,Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$12,995",202.0,2.5,I4
1128,Ford,Transit Connect XLT,2010,72000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$10,900",136.0,2.0,I4
1129,Kia,EV6 GT-Line,2022,4820,not defined,320.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,Yes,"$47,500",320.0,0.0,Electric
1130,Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,not defined,No,"$25,990",333.0,3.0,V6
1131,Toyota,Tundra SR,2018,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$38,000",381.0,5.7,V8
1132,Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,"$35,000",285.0,3.6,V6
1133,Maserati,Quattroporte Base,2006,61840,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Beige,None reported,Yes,"$16,500",394.0,4.2,V8
1134,Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,not defined,No,"$16,750",302.0,5.0,V8
1135,GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$5,000",300.0,6.6,V8
1136,Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,"$17,000",261.0,4.0,V6
1137,BMW,M5 Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Alpine White,Black,None reported,No,"$109,900",560.0,4.4,V8
1138,Porsche,911 R,2016,719,Gasoline,4.0L H6 24V GDI DOHC,Manual,White,Black / Brown,None reported,Yes,"$489,000",500.0,4.0,H6
1139,Land,Rover Defender X-Dynamic SE,2023,3678,Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,No,"$81,998",395.0,3.0,I6
1140,Ford,F-150 XL,2016,107000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$22,000",385.0,5.0,V8
1141,BMW,M8 Competition,2022,5018,Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,No,"$114,998",617.0,4.4,V8
1142,Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$71,400",385.0,3.8,Flat 6
1143,Volvo,XC70 3.2,2008,46700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,not defined,No,"$11,400",235.0,3.2,I6
1144,Chrysler,300 Touring,2021,21478,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,No,"$27,798",292.0,3.6,V6
1145,Honda,Insight EX,2020,64200,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$20,499",151.0,1.5,I4
1146,Porsche,Cayman S,2006,31075,Gasoline,3.4L H6 24V MPFI DOHC,Automatic,Black,Black / Stone Grey,None reported,Yes,"$36,250",325.0,3.4,H6
1147,Tesla,Model Y Performance,2022,25250,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,Yes,"$47,800",455.0,0.0,Electric
1148,BMW,M5 Competition,2020,35400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,Yes,"$71,950",617.0,4.4,V8
1149,Audi,S4 4.2 quattro,2004,74030,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Gray,None reported,Yes,"$16,000",340.0,4.2,V8
1150,Ford,F-250 Platinum,2021,48549,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,No,"$69,998",475.0,6.7,V8
1151,Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$32,500",146.0,2.0,I4
1152,RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$33,500",280.0,3.6,V6
1153,BMW,M760 M760i xDrive,2020,23430,Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,No,"$80,998",601.0,6.6,V12
1154,Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$29,000",329.0,3.0,V6
1155,Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,"$14,599",304.0,3.6,V6
1156,INFINITI,Q50 Premium,2014,127356,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$19,990",328.0,3.7,V6
1157,Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,"$28,890",280.0,3.6,V6
1158,Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,"$9,950",320.0,5.3,V8
1159,Toyota,Tundra SR5,2021,33455,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,"$44,750",381.0,5.7,V6
1160,BMW,X1 sDrive28i,2022,43000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$35,750",228.0,2.0,I4
1161,Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$35,300",429.0,4.7,V8
1162,Cadillac,XTS Luxury,2019,59000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$21,000",304.0,3.6,V6
1163,Jaguar,XJ8 Base,2004,134000,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$9,500",294.0,4.2,V8
1164,Chevrolet,Camaro ZL1,2020,3715,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$150,000",650.0,6.2,V8
1165,Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$24,000",188.0,3.0,V6
1166,Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Cirrus Silver Metallic,AMG Black,None reported,No,"$42,999",255.0,2.0,I4
1167,Dodge,Dakota SLT,2003,141800,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$5,700",230.0,4.7,V8
1168,Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$13,800",211.0,2.0,I4
1169,Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Pink,Brown,At least 1 accident or damage reported,Yes,"$31,500",252.0,2.0,I4
1170,Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$19,500",333.0,3.0,V6
1171,Porsche,Panamera GTS,2015,39500,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$52,590",440.0,4.8,V8
1172,Mercedes-Benz,AMG GT C,2020,6600,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Beige,None reported,Yes,"$128,900",550.0,4.0,V8
1173,Chevrolet,Camaro 2SS,2023,2300,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$51,500",455.0,6.2,V8
1174,Audi,Q7 Premium Plus,2023,10601,Hybrid,3.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,No,"$61,998",333.0,3.0,V6
1175,Maserati,GranTurismo MC,2018,18000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Black,None reported,Yes,"$67,000",454.0,4.7,V8
1176,GMC,Sierra 2500 AT4,2022,31681,Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,No,"$67,963",401.0,6.6,V8
1177,Cadillac,XT6 Sport AWD,2020,24114,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,No,"$49,427",310.0,3.6,V6
1178,Jeep,Grand Cherokee L Laredo,2022,22109,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,not defined,No,"$43,389",293.0,3.6,V6
1179,Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,"$18,000",320.0,5.3,V8
1180,BMW,M5 Base,2018,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,White,None reported,Yes,"$60,200",600.0,4.4,V8
1181,Nissan,Titan SE,2009,127600,E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,Automatic,Brown,Gray,None reported,Yes,"$19,500",317.0,5.6,V8
1182,Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$19,000",500.0,8.3,V10
1183,GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,Yes,"$15,500",315.0,5.3,V8
1184,Lexus,RX 350 F Sport,2017,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$33,000",295.0,3.5,V6
1185,Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$11,999",335.0,4.6,V8
1186,INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,"$47,645",400.0,5.6,V8
1187,Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$75,000",503.0,4.0,V8
1188,BMW,528 i xDrive,2016,134000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Brown,At least 1 accident or damage reported,Yes,"$13,500",240.0,2.0,I4
1189,Porsche,911 Carrera,2014,78000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Dual Shift,Brown,Brown,None reported,Yes,"$68,000",350.0,3.4,H6
1190,Porsche,Boxster S,2005,65750,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$21,750",280.0,3.2,H6
1191,BMW,X6 M Base,2021,18000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$94,000",600.0,4.4,V8
1192,Ford,Mustang Premium,2007,121630,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$9,450",210.0,4.0,V6
1193,Rivian,R1S Launch Edition,2023,4500,not defined,835.0HP Electric Motor Electric Fuel System,Automatic,Silver,Gray,None reported,Yes,"$89,999",835.0,0.0,Electric
1194,Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,2.0L I4 16V GDI DOHC Hybrid,Automatic,Black,Gray,None reported,No,"$61,999",400.0,2.0,I4
1195,BMW,528 i xDrive,2016,120000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$16,000",240.0,2.0,I4
1196,Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$29,500",420.0,6.2,V8
1197,Chevrolet,Corvette Base,2004,43705,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$25,900",350.0,5.7,V8
1198,Audi,A5 2.0T Premium,2013,111000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Beige,None reported,Yes,"$11,500",211.0,2.0,I4
1199,Audi,TT 2.0T Premium,2012,64549,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Black,None reported,Yes,"$17,000",211.0,2.0,I4
1200,Buick,LaCrosse CX,2007,53000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,"$6,500",200.0,3.8,V6
1201,Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$44,900",455.0,6.2,V8
1202,Tesla,Model Y Long Range,2023,5844,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$52,000",425.0,0.0,Electric
1203,BMW,M3 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$40,000",425.0,3.0,I6
1204,Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,–,At least 1 accident or damage reported,Yes,"$6,900",200.0,2.4,I4
1205,Toyota,Supra 3.0 Premium,2022,24850,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$53,568",382.0,3.0,Straight 6
1206,Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Pristine White,Slate,None reported,No,"$43,860",250.0,2.0,I4
1207,Nissan,Pathfinder SL,2015,115000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$11,995",260.0,3.5,V6
1208,BMW,X5 xDrive50i,2015,72000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Brown,At least 1 accident or damage reported,Yes,"$26,500",445.0,4.4,V8
1209,Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,"$6,500",263.0,2.3,I4
1210,GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$45,500",355.0,5.3,V8
1211,Toyota,bZ4X Limited,2023,6548,not defined,Electric,Automatic,Wind Chill Pearl,Black,None reported,No,"$41,999",214.0,2.5,V6
1212,RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$36,990",280.0,3.6,V6
1213,RAM,1500 Classic SLT,2021,32092,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,"$35,113",305.0,3.6,V6
1214,Lexus,GS 350 Base,2014,85275,Gasoline,3.5 Liter,Automatic,Nebula Gray Pearl,Black,At least 1 accident or damage reported,No,"$23,998",311.0,3.5,V6
1215,Hyundai,Tucson Limited,2016,138000,Gasoline,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,None reported,Yes,"$10,990",175.0,1.6,I4
1216,Chevrolet,SSR Base,2003,87500,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$16,999",300.0,5.3,V8
1217,Maserati,GranTurismo Base,2013,34920,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,Yes,"$38,900",440.0,4.7,V8
1218,Tesla,Model X Performance,2020,27224,not defined,Electric,Automatic,Black,Black,None reported,No,"$65,999",1020.0,12.0,V8
1219,BMW,M2 Base,2018,25000,Gasoline,365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$52,000",365.0,3.0,I6
1220,Tesla,Model Y Long Range,2021,14642,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,Yes,"$48,500",425.0,0.0,Electric
1221,Subaru,Outback 2.5i Limited,2015,162000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$13,999",175.0,2.5,I4
1222,Buick,Roadmaster Estate,1996,119500,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$16,999",260.0,5.7,V8
1223,Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$36,500",510.0,5.0,V8
1224,Ford,Expedition Max XLT,2021,84351,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Blue,Ebony,None reported,Yes,"$42,691",400.0,3.5,V6
1225,Nissan,Leaf SL,2012,26930,not defined,107.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,Yes,"$6,700",107.0,0.0,Electric
1226,Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$112,500",630.0,4.0,V8
1227,BMW,230 i,2019,30000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,"$29,000",248.0,2.0,I4
1228,Lexus,ES 350 Base,2007,78980,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,"$10,600",272.0,3.5,V6
1229,Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,3.8L H6 24V MPFI DOHC,Manual,White,Beige,not defined,No,"$69,995",443.0,3.8,H6
1230,Maserati,Levante Modena,2023,5409,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Blu,Black,None reported,Yes,"$88,950",345.0,3.0,V6
1231,Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$69,900",717.0,6.2,V8
1232,Mazda,Mazda6 Touring,2021,19000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,not defined,No,"$25,900",187.0,2.5,I4
1233,Audi,S4 3.0T Premium,2019,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$48,000",349.0,3.0,V6
1234,Ford,Mustang GT Premium,2016,25717,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$33,900",435.0,5.0,V8
1235,Tesla,Model Y Long Range,2022,12055,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,None reported,Yes,"$44,400",425.0,0.0,Electric
1236,Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Orange,–,At least 1 accident or damage reported,Yes,"$23,000",265.0,2.0,I4
1237,BMW,M2 Competition,2020,25013,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$55,000",405.0,3.0,I6
1238,Audi,Q4 e-tron Sportback Premium,2023,1156,not defined,295.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,None reported,Yes,"$54,900",295.0,3.5,V6
1239,BMW,740 i,2016,57939,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$27,500",320.0,3.0,I6
1240,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$49,999",385.0,3.0,V6
1241,Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$37,000",449.0,4.7,V8
1242,Honda,S2000 Base,2002,110500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Yellow,Red,None reported,Yes,"$27,000",240.0,2.0,I4
1243,Chevrolet,Corvette Base,2000,97500,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Yellow,Black,None reported,Yes,"$10,000",345.0,5.7,V8
